"","Dataset","Model","Feature","Feature_Value","group_size","Feature_EN","Feature_Value_EN","stage","Metric","Value"
"260","Pilot","AR","Leeftijd&lt;50","0",64,"Age < 50","above 50","Pilot/AR","ERROR",67.1875
"261","Pilot","AR","IsNederlands","1",212,"Dutch","Dutch","Pilot/AR","TN",14.622641509434
"262","Pilot","AR","IsNederlands","1",212,"Dutch","Dutch","Pilot/AR","FP",39.1509433962264
"263","Pilot","AR","IsNederlands","1",212,"Dutch","Dutch","Pilot/AR","FN",16.0377358490566
"264","Pilot","AR","IsNederlands","1",212,"Dutch","Dutch","Pilot/AR","TP",30.188679245283
"265","Pilot","AR","IsNederlands","1",212,"Dutch","Dutch","Pilot/AR","TOTAL",100
"266","Pilot","AR","IsNederlands","1",212,"Dutch","Dutch","Pilot/AR","ACT_N",53.7735849056604
"267","Pilot","AR","IsNederlands","1",212,"Dutch","Dutch","Pilot/AR","ACT_P",46.2264150943396
"268","Pilot","AR","IsNederlands","1",212,"Dutch","Dutch","Pilot/AR","PRED_P",69.3396226415094
"269","Pilot","AR","IsNederlands","1",212,"Dutch","Dutch","Pilot/AR","PRED_N",30.6603773584906
"270","Pilot","AR","IsNederlands","1",212,"Dutch","Dutch","Pilot/AR","FPR",72.8070175438597
"271","Pilot","AR","IsNederlands","1",212,"Dutch","Dutch","Pilot/AR","PPV",43.5374149659864
"272","Pilot","AR","IsNederlands","1",212,"Dutch","Dutch","Pilot/AR","TPR",65.3061224489796
"273","Pilot","AR","IsNederlands","1",212,"Dutch","Dutch","Pilot/AR","ERROR",55.188679245283
"274","Pilot","AR","IsNederlands","0",59,"Dutch","Not Dutch","Pilot/AR","TN",18.6440677966102
"275","Pilot","AR","IsNederlands","0",59,"Dutch","Not Dutch","Pilot/AR","FP",27.1186440677966
"276","Pilot","AR","IsNederlands","0",59,"Dutch","Not Dutch","Pilot/AR","FN",20.3389830508475
"277","Pilot","AR","IsNederlands","0",59,"Dutch","Not Dutch","Pilot/AR","TP",33.8983050847458
"278","Pilot","AR","IsNederlands","0",59,"Dutch","Not Dutch","Pilot/AR","TOTAL",100
"279","Pilot","AR","IsNederlands","0",59,"Dutch","Not Dutch","Pilot/AR","ACT_N",45.7627118644068
"280","Pilot","AR","IsNederlands","0",59,"Dutch","Not Dutch","Pilot/AR","ACT_P",54.2372881355932
"281","Pilot","AR","IsNederlands","0",59,"Dutch","Not Dutch","Pilot/AR","PRED_P",61.0169491525424
"282","Pilot","AR","IsNederlands","0",59,"Dutch","Not Dutch","Pilot/AR","PRED_N",38.9830508474576
"283","Pilot","AR","IsNederlands","0",59,"Dutch","Not Dutch","Pilot/AR","FPR",59.2592592592593
"284","Pilot","AR","IsNederlands","0",59,"Dutch","Not Dutch","Pilot/AR","PPV",55.5555555555556
"285","Pilot","AR","IsNederlands","0",59,"Dutch","Not Dutch","Pilot/AR","TPR",62.5
"286","Pilot","AR","IsNederlands","0",59,"Dutch","Not Dutch","Pilot/AR","ERROR",47.4576271186441
"287","Pilot","AR","IsWesters","1",246,"Western","Western","Pilot/AR","TN",14.2276422764228
"288","Pilot","AR","IsWesters","1",246,"Western","Western","Pilot/AR","FP",37.8048780487805
"289","Pilot","AR","IsWesters","1",246,"Western","Western","Pilot/AR","FN",15.8536585365854
"290","Pilot","AR","IsWesters","1",246,"Western","Western","Pilot/AR","TP",32.1138211382114
"291","Pilot","AR","IsWesters","1",246,"Western","Western","Pilot/AR","TOTAL",100
"292","Pilot","AR","IsWesters","1",246,"Western","Western","Pilot/AR","ACT_N",52.0325203252033
"293","Pilot","AR","IsWesters","1",246,"Western","Western","Pilot/AR","ACT_P",47.9674796747967
"294","Pilot","AR","IsWesters","1",246,"Western","Western","Pilot/AR","PRED_P",69.9186991869919
"295","Pilot","AR","IsWesters","1",246,"Western","Western","Pilot/AR","PRED_N",30.0813008130081
"296","Pilot","AR","IsWesters","1",246,"Western","Western","Pilot/AR","FPR",72.65625
"297","Pilot","AR","IsWesters","1",246,"Western","Western","Pilot/AR","PPV",45.9302325581395
"298","Pilot","AR","IsWesters","1",246,"Western","Western","Pilot/AR","TPR",66.9491525423729
"299","Pilot","AR","IsWesters","1",246,"Western","Western","Pilot/AR","ERROR",53.6585365853659
"300","Pilot","AR","IsWesters","0",NA,"Western","Not Western","Pilot/AR","TN",NA
"301","Pilot","AR","IsWesters","0",NA,"Western","Not Western","Pilot/AR","FP",NA
"302","Pilot","AR","IsWesters","0",NA,"Western","Not Western","Pilot/AR","FN",NA
"303","Pilot","AR","IsWesters","0",NA,"Western","Not Western","Pilot/AR","TP",NA
"304","Pilot","AR","IsWesters","0",NA,"Western","Not Western","Pilot/AR","TOTAL",NA
"305","Pilot","AR","IsWesters","0",NA,"Western","Not Western","Pilot/AR","ACT_N",NA
"306","Pilot","AR","IsWesters","0",NA,"Western","Not Western","Pilot/AR","ACT_P",NA
"307","Pilot","AR","IsWesters","0",NA,"Western","Not Western","Pilot/AR","PRED_P",NA
"308","Pilot","AR","IsWesters","0",NA,"Western","Not Western","Pilot/AR","PRED_N",NA
"309","Pilot","AR","IsWesters","0",NA,"Western","Not Western","Pilot/AR","FPR",NA
"310","Pilot","AR","IsWesters","0",NA,"Western","Not Western","Pilot/AR","PPV",NA
"311","Pilot","AR","IsWesters","0",NA,"Western","Not Western","Pilot/AR","TPR",NA
"312","Pilot","AR","IsWesters","0",NA,"Western","Not Western","Pilot/AR","ERROR",NA
"313","Prepilot","BR","geslacht","M",693,"gender","M","Prepilot/BR","TN",33.7662337662338
"314","Prepilot","BR","geslacht","M",693,"gender","M","Prepilot/BR","FP",15.8730158730159
"315","Prepilot","BR","geslacht","M",693,"gender","M","Prepilot/BR","FN",25.3968253968254
"316","Prepilot","BR","geslacht","M",693,"gender","M","Prepilot/BR","TP",24.963924963925
"317","Prepilot","BR","geslacht","M",693,"gender","M","Prepilot/BR","TOTAL",100
"318","Prepilot","BR","geslacht","M",693,"gender","M","Prepilot/BR","ACT_N",49.6392496392496
"319","Prepilot","BR","geslacht","M",693,"gender","M","Prepilot/BR","ACT_P",50.3607503607504
"320","Prepilot","BR","geslacht","M",693,"gender","M","Prepilot/BR","PRED_P",40.8369408369408
"321","Prepilot","BR","geslacht","M",693,"gender","M","Prepilot/BR","PRED_N",59.1630591630592
"322","Prepilot","BR","geslacht","M",693,"gender","M","Prepilot/BR","FPR",31.9767441860465
"323","Prepilot","BR","geslacht","M",693,"gender","M","Prepilot/BR","PPV",61.13074204947
"324","Prepilot","BR","geslacht","M",693,"gender","M","Prepilot/BR","TPR",49.5702005730659
"325","Prepilot","BR","geslacht","M",693,"gender","M","Prepilot/BR","ERROR",41.2698412698413
"326","Prepilot","BR","geslacht","V",560,"gender","F","Prepilot/BR","TN",35.5357142857143
"327","Prepilot","BR","geslacht","V",560,"gender","F","Prepilot/BR","FP",13.2142857142857
"328","Prepilot","BR","geslacht","V",560,"gender","F","Prepilot/BR","FN",25.7142857142857
"329","Prepilot","BR","geslacht","V",560,"gender","F","Prepilot/BR","TP",25.5357142857143
"330","Prepilot","BR","geslacht","V",560,"gender","F","Prepilot/BR","TOTAL",100
"331","Prepilot","BR","geslacht","V",560,"gender","F","Prepilot/BR","ACT_N",48.75
"332","Prepilot","BR","geslacht","V",560,"gender","F","Prepilot/BR","ACT_P",51.25
"333","Prepilot","BR","geslacht","V",560,"gender","F","Prepilot/BR","PRED_P",38.75
"334","Prepilot","BR","geslacht","V",560,"gender","F","Prepilot/BR","PRED_N",61.25
"335","Prepilot","BR","geslacht","V",560,"gender","F","Prepilot/BR","FPR",27.1062271062271
"336","Prepilot","BR","geslacht","V",560,"gender","F","Prepilot/BR","PPV",65.8986175115207
"337","Prepilot","BR","geslacht","V",560,"gender","F","Prepilot/BR","TPR",49.8257839721254
"338","Prepilot","BR","geslacht","V",560,"gender","F","Prepilot/BR","ERROR",38.9285714285714
"339","Prepilot","BR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/BR","TN",42.1621621621622
"340","Prepilot","BR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/BR","FP",15.6756756756757
"341","Prepilot","BR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/BR","FN",22.1621621621622
"342","Prepilot","BR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/BR","TP",20
"343","Prepilot","BR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/BR","TOTAL",100
"344","Prepilot","BR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/BR","ACT_N",57.8378378378378
"345","Prepilot","BR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/BR","ACT_P",42.1621621621622
"346","Prepilot","BR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/BR","PRED_P",35.6756756756757
"347","Prepilot","BR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/BR","PRED_N",64.3243243243243
"348","Prepilot","BR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/BR","FPR",27.1028037383178
"349","Prepilot","BR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/BR","PPV",56.0606060606061
"350","Prepilot","BR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/BR","TPR",47.4358974358974
"351","Prepilot","BR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/BR","ERROR",37.8378378378378
"352","Prepilot","BR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/BR","TN",33.1775700934579
"353","Prepilot","BR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/BR","FP",14.5794392523364
"354","Prepilot","BR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/BR","FN",26.0747663551402
"355","Prepilot","BR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/BR","TP",26.1682242990654
"356","Prepilot","BR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/BR","TOTAL",100
"357","Prepilot","BR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/BR","ACT_N",47.7570093457944
"358","Prepilot","BR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/BR","ACT_P",52.2429906542056
"359","Prepilot","BR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/BR","PRED_P",40.7476635514019
"360","Prepilot","BR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/BR","PRED_N",59.2523364485981
"361","Prepilot","BR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/BR","FPR",30.5283757338552
"362","Prepilot","BR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/BR","PPV",64.2201834862385
"363","Prepilot","BR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/BR","TPR",50.0894454382826
"364","Prepilot","BR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/BR","ERROR",40.6542056074766
"365","Prepilot","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/BR","TN",NA
"366","Prepilot","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/BR","FP",NA
"367","Prepilot","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/BR","FN",NA
"368","Prepilot","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/BR","TP",NA
"369","Prepilot","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/BR","TOTAL",NA
"370","Prepilot","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/BR","ACT_N",NA
"371","Prepilot","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/BR","ACT_P",NA
"372","Prepilot","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/BR","PRED_P",NA
"373","Prepilot","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/BR","PRED_N",NA
"374","Prepilot","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/BR","FPR",NA
"375","Prepilot","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/BR","PPV",NA
"376","Prepilot","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/BR","TPR",NA
"377","Prepilot","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/BR","ERROR",NA
"378","Prepilot","BR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/BR","TN",34.357316087308
"379","Prepilot","BR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/BR","FP",14.7130153597413
"380","Prepilot","BR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/BR","FN",25.5456750202102
"381","Prepilot","BR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/BR","TP",25.3839935327405
"382","Prepilot","BR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/BR","TOTAL",100
"383","Prepilot","BR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/BR","ACT_N",49.0703314470493
"384","Prepilot","BR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/BR","ACT_P",50.9296685529507
"385","Prepilot","BR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/BR","PRED_P",40.0970088924818
"386","Prepilot","BR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/BR","PRED_N",59.9029911075182
"387","Prepilot","BR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/BR","FPR",29.9835255354201
"388","Prepilot","BR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/BR","PPV",63.3064516129032
"389","Prepilot","BR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/BR","TPR",49.8412698412698
"390","Prepilot","BR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/BR","ERROR",40.2586903799515
"391","Prepilot","BR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/BR","TN",32.0707070707071
"392","Prepilot","BR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/BR","FP",15.9090909090909
"393","Prepilot","BR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/BR","FN",25
"394","Prepilot","BR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/BR","TP",27.020202020202
"395","Prepilot","BR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/BR","TOTAL",100
"396","Prepilot","BR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/BR","ACT_N",47.979797979798
"397","Prepilot","BR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/BR","ACT_P",52.020202020202
"398","Prepilot","BR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/BR","PRED_P",42.9292929292929
"399","Prepilot","BR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/BR","PRED_N",57.0707070707071
"400","Prepilot","BR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/BR","FPR",33.1578947368421
"401","Prepilot","BR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/BR","PPV",62.9411764705882
"402","Prepilot","BR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/BR","TPR",51.9417475728155
"403","Prepilot","BR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/BR","ERROR",40.9090909090909
"404","Prepilot","BR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/BR","TN",35.6228172293364
"405","Prepilot","BR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/BR","FP",14.2025611175786
"406","Prepilot","BR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/BR","FN",25.7275902211874
"407","Prepilot","BR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/BR","TP",24.4470314318976
"408","Prepilot","BR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/BR","TOTAL",100
"409","Prepilot","BR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/BR","ACT_N",49.825378346915
"410","Prepilot","BR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/BR","ACT_P",50.174621653085
"411","Prepilot","BR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/BR","PRED_P",38.6495925494761
"412","Prepilot","BR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/BR","PRED_N",61.3504074505239
"413","Prepilot","BR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/BR","FPR",28.5046728971963
"414","Prepilot","BR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/BR","PPV",63.2530120481928
"415","Prepilot","BR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/BR","TPR",48.723897911833
"416","Prepilot","BR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/BR","ERROR",39.930151338766
"417","Prepilot","BR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/BR","TN",31.4028314028314
"418","Prepilot","BR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/BR","FP",15.4440154440154
"419","Prepilot","BR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/BR","FN",24.5817245817246
"420","Prepilot","BR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/BR","TP",28.5714285714286
"421","Prepilot","BR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/BR","TOTAL",100
"422","Prepilot","BR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/BR","ACT_N",46.8468468468469
"423","Prepilot","BR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/BR","ACT_P",53.1531531531532
"424","Prepilot","BR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/BR","PRED_P",44.015444015444
"425","Prepilot","BR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/BR","PRED_N",55.984555984556
"426","Prepilot","BR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/BR","FPR",32.967032967033
"427","Prepilot","BR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/BR","PPV",64.9122807017544
"428","Prepilot","BR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/BR","TPR",53.7530266343826
"429","Prepilot","BR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/BR","ERROR",40.02574002574
"430","Prepilot","BR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/BR","TN",39.5397489539749
"431","Prepilot","BR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/BR","FP",13.5983263598326
"432","Prepilot","BR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/BR","FN",26.9874476987448
"433","Prepilot","BR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/BR","TP",19.8744769874477
"434","Prepilot","BR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/BR","TOTAL",100
"435","Prepilot","BR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/BR","ACT_N",53.1380753138075
"436","Prepilot","BR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/BR","ACT_P",46.8619246861925
"437","Prepilot","BR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/BR","PRED_P",33.4728033472803
"438","Prepilot","BR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/BR","PRED_N",66.5271966527197
"439","Prepilot","BR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/BR","FPR",25.5905511811024
"440","Prepilot","BR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/BR","PPV",59.375
"441","Prepilot","BR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/BR","TPR",42.4107142857143
"442","Prepilot","BR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/BR","ERROR",40.5857740585774
"443","Prepilot","BR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/BR","TN",33.1
"444","Prepilot","BR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/BR","FP",15.2
"445","Prepilot","BR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/BR","FN",25.1
"446","Prepilot","BR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/BR","TP",26.6
"447","Prepilot","BR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/BR","TOTAL",100
"448","Prepilot","BR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/BR","ACT_N",48.3
"449","Prepilot","BR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/BR","ACT_P",51.7
"450","Prepilot","BR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/BR","PRED_P",41.8
"451","Prepilot","BR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/BR","PRED_N",58.2
"452","Prepilot","BR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/BR","FPR",31.4699792960663
"453","Prepilot","BR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/BR","PPV",63.6363636363636
"454","Prepilot","BR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/BR","TPR",51.4506769825919
"455","Prepilot","BR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/BR","ERROR",40.3
"456","Prepilot","BR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/BR","TN",40
"457","Prepilot","BR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/BR","FP",12.9411764705882
"458","Prepilot","BR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/BR","FN",27.0588235294118
"459","Prepilot","BR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/BR","TP",20
"460","Prepilot","BR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/BR","TOTAL",100
"461","Prepilot","BR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/BR","ACT_N",52.9411764705882
"462","Prepilot","BR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/BR","ACT_P",47.0588235294118
"463","Prepilot","BR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/BR","PRED_P",32.9411764705882
"464","Prepilot","BR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/BR","PRED_N",67.0588235294118
"465","Prepilot","BR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/BR","FPR",24.4444444444444
"466","Prepilot","BR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/BR","PPV",60.7142857142857
"467","Prepilot","BR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/BR","TPR",42.5
"468","Prepilot","BR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/BR","ERROR",40
"469","Prepilot","BR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/BR","TN",39.2694063926941
"470","Prepilot","BR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/BR","FP",13.6986301369863
"471","Prepilot","BR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/BR","FN",26.1415525114155
"472","Prepilot","BR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/BR","TP",20.8904109589041
"473","Prepilot","BR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/BR","TOTAL",100
"474","Prepilot","BR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/BR","ACT_N",52.9680365296804
"475","Prepilot","BR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/BR","ACT_P",47.0319634703196
"476","Prepilot","BR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/BR","PRED_P",34.5890410958904
"477","Prepilot","BR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/BR","PRED_N",65.4109589041096
"478","Prepilot","BR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/BR","FPR",25.8620689655172
"479","Prepilot","BR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/BR","PPV",60.3960396039604
"480","Prepilot","BR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/BR","TPR",44.4174757281553
"481","Prepilot","BR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/BR","ERROR",39.8401826484018
"482","Prepilot","BR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/BR","TN",22.6086956521739
"483","Prepilot","BR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/BR","FP",17.6811594202899
"484","Prepilot","BR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/BR","FN",24.3478260869565
"485","Prepilot","BR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/BR","TP",35.3623188405797
"486","Prepilot","BR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/BR","TOTAL",100
"487","Prepilot","BR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/BR","ACT_N",40.2898550724638
"488","Prepilot","BR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/BR","ACT_P",59.7101449275362
"489","Prepilot","BR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/BR","PRED_P",53.0434782608696
"490","Prepilot","BR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/BR","PRED_N",46.9565217391304
"491","Prepilot","BR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/BR","FPR",43.8848920863309
"492","Prepilot","BR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/BR","PPV",66.6666666666667
"493","Prepilot","BR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/BR","TPR",59.2233009708738
"494","Prepilot","BR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/BR","ERROR",42.0289855072464
"495","Prepilot","BR","IsWesters","1",1021,"Western","Western","Prepilot/BR","TN",36.5328109696376
"496","Prepilot","BR","IsWesters","1",1021,"Western","Western","Prepilot/BR","FP",12.9285014691479
"497","Prepilot","BR","IsWesters","1",1021,"Western","Western","Prepilot/BR","FN",26.052889324192
"498","Prepilot","BR","IsWesters","1",1021,"Western","Western","Prepilot/BR","TP",24.4857982370225
"499","Prepilot","BR","IsWesters","1",1021,"Western","Western","Prepilot/BR","TOTAL",100
"500","Prepilot","BR","IsWesters","1",1021,"Western","Western","Prepilot/BR","ACT_N",49.4613124387855
"501","Prepilot","BR","IsWesters","1",1021,"Western","Western","Prepilot/BR","ACT_P",50.5386875612145
"502","Prepilot","BR","IsWesters","1",1021,"Western","Western","Prepilot/BR","PRED_P",37.4142997061704
"503","Prepilot","BR","IsWesters","1",1021,"Western","Western","Prepilot/BR","PRED_N",62.5857002938296
"504","Prepilot","BR","IsWesters","1",1021,"Western","Western","Prepilot/BR","FPR",26.1386138613861
"505","Prepilot","BR","IsWesters","1",1021,"Western","Western","Prepilot/BR","PPV",65.4450261780105
"506","Prepilot","BR","IsWesters","1",1021,"Western","Western","Prepilot/BR","TPR",48.4496124031008
