"","Dataset","Model","Feature","Feature_Value","group_size","Feature_EN","Feature_Value_EN","stage","Metric","Value"
"507","Prepilot","BR","IsWesters","1",1021,"Western","Western","Prepilot/BR","ERROR",38.9813907933399
"508","Prepilot","BR","IsWesters","0",199,"Western","Not Western","Prepilot/BR","TN",24.6231155778894
"509","Prepilot","BR","IsWesters","0",199,"Western","Not Western","Prepilot/BR","FP",24.6231155778894
"510","Prepilot","BR","IsWesters","0",199,"Western","Not Western","Prepilot/BR","FN",23.1155778894472
"511","Prepilot","BR","IsWesters","0",199,"Western","Not Western","Prepilot/BR","TP",27.6381909547739
"512","Prepilot","BR","IsWesters","0",199,"Western","Not Western","Prepilot/BR","TOTAL",100
"513","Prepilot","BR","IsWesters","0",199,"Western","Not Western","Prepilot/BR","ACT_N",49.2462311557789
"514","Prepilot","BR","IsWesters","0",199,"Western","Not Western","Prepilot/BR","ACT_P",50.7537688442211
"515","Prepilot","BR","IsWesters","0",199,"Western","Not Western","Prepilot/BR","PRED_P",52.2613065326633
"516","Prepilot","BR","IsWesters","0",199,"Western","Not Western","Prepilot/BR","PRED_N",47.7386934673367
"517","Prepilot","BR","IsWesters","0",199,"Western","Not Western","Prepilot/BR","FPR",50
"518","Prepilot","BR","IsWesters","0",199,"Western","Not Western","Prepilot/BR","PPV",52.8846153846154
"519","Prepilot","BR","IsWesters","0",199,"Western","Not Western","Prepilot/BR","TPR",54.4554455445545
"520","Prepilot","BR","IsWesters","0",199,"Western","Not Western","Prepilot/BR","ERROR",47.7386934673367
"521","Prepilot","AR","geslacht","M",693,"gender","M","Prepilot/AR","TN",37.8066378066378
"522","Prepilot","AR","geslacht","M",693,"gender","M","Prepilot/AR","FP",11.8326118326118
"523","Prepilot","AR","geslacht","M",693,"gender","M","Prepilot/AR","FN",30.8802308802309
"524","Prepilot","AR","geslacht","M",693,"gender","M","Prepilot/AR","TP",19.4805194805195
"525","Prepilot","AR","geslacht","M",693,"gender","M","Prepilot/AR","TOTAL",100
"526","Prepilot","AR","geslacht","M",693,"gender","M","Prepilot/AR","ACT_N",49.6392496392496
"527","Prepilot","AR","geslacht","M",693,"gender","M","Prepilot/AR","ACT_P",50.3607503607504
"528","Prepilot","AR","geslacht","M",693,"gender","M","Prepilot/AR","PRED_P",31.3131313131313
"529","Prepilot","AR","geslacht","M",693,"gender","M","Prepilot/AR","PRED_N",68.6868686868687
"530","Prepilot","AR","geslacht","M",693,"gender","M","Prepilot/AR","FPR",23.8372093023256
"531","Prepilot","AR","geslacht","M",693,"gender","M","Prepilot/AR","PPV",62.2119815668203
"532","Prepilot","AR","geslacht","M",693,"gender","M","Prepilot/AR","TPR",38.6819484240688
"533","Prepilot","AR","geslacht","M",693,"gender","M","Prepilot/AR","ERROR",42.7128427128427
"534","Prepilot","AR","geslacht","V",560,"gender","F","Prepilot/AR","TN",39.4642857142857
"535","Prepilot","AR","geslacht","V",560,"gender","F","Prepilot/AR","FP",9.28571428571429
"536","Prepilot","AR","geslacht","V",560,"gender","F","Prepilot/AR","FN",30.1785714285714
"537","Prepilot","AR","geslacht","V",560,"gender","F","Prepilot/AR","TP",21.0714285714286
"538","Prepilot","AR","geslacht","V",560,"gender","F","Prepilot/AR","TOTAL",100
"539","Prepilot","AR","geslacht","V",560,"gender","F","Prepilot/AR","ACT_N",48.75
"540","Prepilot","AR","geslacht","V",560,"gender","F","Prepilot/AR","ACT_P",51.25
"541","Prepilot","AR","geslacht","V",560,"gender","F","Prepilot/AR","PRED_P",30.3571428571429
"542","Prepilot","AR","geslacht","V",560,"gender","F","Prepilot/AR","PRED_N",69.6428571428571
"543","Prepilot","AR","geslacht","V",560,"gender","F","Prepilot/AR","FPR",19.047619047619
"544","Prepilot","AR","geslacht","V",560,"gender","F","Prepilot/AR","PPV",69.4117647058823
"545","Prepilot","AR","geslacht","V",560,"gender","F","Prepilot/AR","TPR",41.1149825783972
"546","Prepilot","AR","geslacht","V",560,"gender","F","Prepilot/AR","ERROR",39.4642857142857
"547","Prepilot","AR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/AR","TN",45.4054054054054
"548","Prepilot","AR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/AR","FP",12.4324324324324
"549","Prepilot","AR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/AR","FN",25.9459459459459
"550","Prepilot","AR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/AR","TP",16.2162162162162
"551","Prepilot","AR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/AR","TOTAL",100
"552","Prepilot","AR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/AR","ACT_N",57.8378378378378
"553","Prepilot","AR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/AR","ACT_P",42.1621621621622
"554","Prepilot","AR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/AR","PRED_P",28.6486486486487
"555","Prepilot","AR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/AR","PRED_N",71.3513513513514
"556","Prepilot","AR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/AR","FPR",21.4953271028037
"557","Prepilot","AR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/AR","PPV",56.6037735849057
"558","Prepilot","AR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/AR","TPR",38.4615384615385
"559","Prepilot","AR","IsFulltimeParent","1",185,"IsFulltimeParent","Full-time parent","Prepilot/AR","ERROR",38.3783783783784
"560","Prepilot","AR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/AR","TN",37.2897196261682
"561","Prepilot","AR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/AR","FP",10.4672897196262
"562","Prepilot","AR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/AR","FN",31.3084112149533
"563","Prepilot","AR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/AR","TP",20.9345794392523
"564","Prepilot","AR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/AR","TOTAL",100
"565","Prepilot","AR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/AR","ACT_N",47.7570093457944
"566","Prepilot","AR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/AR","ACT_P",52.2429906542056
"567","Prepilot","AR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/AR","PRED_P",31.4018691588785
"568","Prepilot","AR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/AR","PRED_N",68.5981308411215
"569","Prepilot","AR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/AR","FPR",21.9178082191781
"570","Prepilot","AR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/AR","PPV",66.6666666666667
"571","Prepilot","AR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/AR","TPR",40.0715563506261
"572","Prepilot","AR","IsFulltimeParent","0",1070,"IsFulltimeParent","Not full-time parent","Prepilot/AR","ERROR",41.7757009345794
"573","Prepilot","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/AR","TN",NA
"574","Prepilot","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/AR","FP",NA
"575","Prepilot","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/AR","FN",NA
"576","Prepilot","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/AR","TP",NA
"577","Prepilot","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/AR","TOTAL",NA
"578","Prepilot","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/AR","ACT_N",NA
"579","Prepilot","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/AR","ACT_P",NA
"580","Prepilot","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/AR","PRED_P",NA
"581","Prepilot","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/AR","PRED_N",NA
"582","Prepilot","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/AR","FPR",NA
"583","Prepilot","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/AR","PPV",NA
"584","Prepilot","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/AR","TPR",NA
"585","Prepilot","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","Prepilot/AR","ERROR",NA
"586","Prepilot","AR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/AR","TN",38.3993532740501
"587","Prepilot","AR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/AR","FP",10.6709781729992
"588","Prepilot","AR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/AR","FN",30.6386418755053
"589","Prepilot","AR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/AR","TP",20.2910266774454
"590","Prepilot","AR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/AR","TOTAL",100
"591","Prepilot","AR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/AR","ACT_N",49.0703314470493
"592","Prepilot","AR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/AR","ACT_P",50.9296685529507
"593","Prepilot","AR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/AR","PRED_P",30.9620048504446
"594","Prepilot","AR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/AR","PRED_N",69.0379951495554
"595","Prepilot","AR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/AR","FPR",21.7462932454695
"596","Prepilot","AR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/AR","PPV",65.5352480417754
"597","Prepilot","AR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/AR","TPR",39.8412698412698
"598","Prepilot","AR","IsParttimeParent","0",1237,"IsParttimeParent","Not part-time parent","Prepilot/AR","ERROR",41.3096200485044
"599","Prepilot","AR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/AR","TN",38.8888888888889
"600","Prepilot","AR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/AR","FP",9.09090909090909
"601","Prepilot","AR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/AR","FN",29.7979797979798
"602","Prepilot","AR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/AR","TP",22.2222222222222
"603","Prepilot","AR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/AR","TOTAL",100
"604","Prepilot","AR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/AR","ACT_N",47.979797979798
"605","Prepilot","AR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/AR","ACT_P",52.020202020202
"606","Prepilot","AR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/AR","PRED_P",31.3131313131313
"607","Prepilot","AR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/AR","PRED_N",68.6868686868687
"608","Prepilot","AR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/AR","FPR",18.9473684210526
"609","Prepilot","AR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/AR","PPV",70.9677419354839
"610","Prepilot","AR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/AR","TPR",42.7184466019417
"611","Prepilot","AR","Leeftijd&lt;30","1",396,"Age < 30","below 30","Prepilot/AR","ERROR",38.8888888888889
"612","Prepilot","AR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/AR","TN",38.3003492433062
"613","Prepilot","AR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/AR","FP",11.5250291036088
"614","Prepilot","AR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/AR","FN",30.8498253783469
"615","Prepilot","AR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/AR","TP",19.3247962747381
"616","Prepilot","AR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/AR","TOTAL",100
"617","Prepilot","AR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/AR","ACT_N",49.825378346915
"618","Prepilot","AR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/AR","ACT_P",50.174621653085
"619","Prepilot","AR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/AR","PRED_P",30.8498253783469
"620","Prepilot","AR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/AR","PRED_N",69.1501746216531
"621","Prepilot","AR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/AR","FPR",23.1308411214953
"622","Prepilot","AR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/AR","PPV",62.6415094339623
"623","Prepilot","AR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/AR","TPR",38.5150812064965
"624","Prepilot","AR","Leeftijd&lt;30","0",859,"Age < 30","above 30","Prepilot/AR","ERROR",42.3748544819558
"625","Prepilot","AR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/AR","TN",36.4221364221364
"626","Prepilot","AR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/AR","FP",10.4247104247104
"627","Prepilot","AR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/AR","FN",29.4723294723295
"628","Prepilot","AR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/AR","TP",23.6808236808237
"629","Prepilot","AR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/AR","TOTAL",100
"630","Prepilot","AR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/AR","ACT_N",46.8468468468468
"631","Prepilot","AR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/AR","ACT_P",53.1531531531532
"632","Prepilot","AR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/AR","PRED_P",34.1055341055341
"633","Prepilot","AR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/AR","PRED_N",65.8944658944659
"634","Prepilot","AR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/AR","FPR",22.2527472527473
"635","Prepilot","AR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/AR","PPV",69.433962264151
"636","Prepilot","AR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/AR","TPR",44.5520581113801
"637","Prepilot","AR","Leeftijd&lt;40","1",777,"Age < 40","below 40","Prepilot/AR","ERROR",39.8970398970399
"638","Prepilot","AR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/AR","TN",41.8410041841004
"639","Prepilot","AR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/AR","FP",11.2970711297071
"640","Prepilot","AR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/AR","FN",32.2175732217573
"641","Prepilot","AR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/AR","TP",14.6443514644351
"642","Prepilot","AR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/AR","TOTAL",100
"643","Prepilot","AR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/AR","ACT_N",53.1380753138075
"644","Prepilot","AR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/AR","ACT_P",46.8619246861925
"645","Prepilot","AR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/AR","PRED_P",25.9414225941423
"646","Prepilot","AR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/AR","PRED_N",74.0585774058577
"647","Prepilot","AR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/AR","FPR",21.259842519685
"648","Prepilot","AR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/AR","PPV",56.4516129032258
"649","Prepilot","AR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/AR","TPR",31.25
"650","Prepilot","AR","Leeftijd&lt;40","0",478,"Age < 40","above 40","Prepilot/AR","ERROR",43.5146443514644
"651","Prepilot","AR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/AR","TN",37.7
"652","Prepilot","AR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/AR","FP",10.6
"653","Prepilot","AR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/AR","FN",30
"654","Prepilot","AR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/AR","TP",21.7
"655","Prepilot","AR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/AR","TOTAL",100
"656","Prepilot","AR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/AR","ACT_N",48.3
"657","Prepilot","AR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/AR","ACT_P",51.7
"658","Prepilot","AR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/AR","PRED_P",32.3
"659","Prepilot","AR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/AR","PRED_N",67.7
"660","Prepilot","AR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/AR","FPR",21.9461697722567
"661","Prepilot","AR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/AR","PPV",67.1826625386997
"662","Prepilot","AR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/AR","TPR",41.972920696325
"663","Prepilot","AR","Leeftijd&lt;50","1",1000,"Age < 50","below 50","Prepilot/AR","ERROR",40.6
"664","Prepilot","AR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/AR","TN",41.5686274509804
"665","Prepilot","AR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/AR","FP",11.3725490196078
"666","Prepilot","AR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/AR","FN",32.5490196078431
"667","Prepilot","AR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/AR","TP",14.5098039215686
"668","Prepilot","AR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/AR","TOTAL",100
"669","Prepilot","AR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/AR","ACT_N",52.9411764705882
"670","Prepilot","AR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/AR","ACT_P",47.0588235294118
"671","Prepilot","AR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/AR","PRED_P",25.8823529411765
"672","Prepilot","AR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/AR","PRED_N",74.1176470588235
"673","Prepilot","AR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/AR","FPR",21.4814814814815
"674","Prepilot","AR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/AR","PPV",56.0606060606061
"675","Prepilot","AR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/AR","TPR",30.8333333333333
"676","Prepilot","AR","Leeftijd&lt;50","0",255,"Age < 50","above 50","Prepilot/AR","ERROR",43.921568627451
"677","Prepilot","AR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/AR","TN",41.2100456621005
"678","Prepilot","AR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/AR","FP",11.7579908675799
"679","Prepilot","AR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/AR","FN",30.2511415525114
"680","Prepilot","AR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/AR","TP",16.7808219178082
"681","Prepilot","AR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/AR","TOTAL",100
"682","Prepilot","AR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/AR","ACT_N",52.9680365296804
"683","Prepilot","AR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/AR","ACT_P",47.0319634703196
"684","Prepilot","AR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/AR","PRED_P",28.5388127853881
"685","Prepilot","AR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/AR","PRED_N",71.4611872146119
"686","Prepilot","AR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/AR","FPR",22.198275862069
"687","Prepilot","AR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/AR","PPV",58.8
"688","Prepilot","AR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/AR","TPR",35.6796116504854
"689","Prepilot","AR","IsNederlands","1",876,"Dutch","Dutch","Prepilot/AR","ERROR",42.0091324200913
"690","Prepilot","AR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/AR","TN",31.5942028985507
"691","Prepilot","AR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/AR","FP",8.69565217391304
"692","Prepilot","AR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/AR","FN",31.304347826087
"693","Prepilot","AR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/AR","TP",28.4057971014493
"694","Prepilot","AR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/AR","TOTAL",100
"695","Prepilot","AR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/AR","ACT_N",40.2898550724638
"696","Prepilot","AR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/AR","ACT_P",59.7101449275362
"697","Prepilot","AR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/AR","PRED_P",37.1014492753623
"698","Prepilot","AR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/AR","PRED_N",62.8985507246377
"699","Prepilot","AR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/AR","FPR",21.5827338129496
"700","Prepilot","AR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/AR","PPV",76.5625
"701","Prepilot","AR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/AR","TPR",47.5728155339806
"702","Prepilot","AR","IsNederlands","0",345,"Dutch","Not Dutch","Prepilot/AR","ERROR",40
"703","Prepilot","AR","IsWesters","1",1021,"Western","Western","Prepilot/AR","TN",38.2957884427032
"704","Prepilot","AR","IsWesters","1",1021,"Western","Western","Prepilot/AR","FP",11.1655239960823
"705","Prepilot","AR","IsWesters","1",1021,"Western","Western","Prepilot/AR","FN",30.3623898139079
"706","Prepilot","AR","IsWesters","1",1021,"Western","Western","Prepilot/AR","TP",20.1762977473066
"707","Prepilot","AR","IsWesters","1",1021,"Western","Western","Prepilot/AR","TOTAL",100
"708","Prepilot","AR","IsWesters","1",1021,"Western","Western","Prepilot/AR","ACT_N",49.4613124387855
"709","Prepilot","AR","IsWesters","1",1021,"Western","Western","Prepilot/AR","ACT_P",50.5386875612145
"710","Prepilot","AR","IsWesters","1",1021,"Western","Western","Prepilot/AR","PRED_P",31.3418217433888
"711","Prepilot","AR","IsWesters","1",1021,"Western","Western","Prepilot/AR","PRED_N",68.6581782566112
"712","Prepilot","AR","IsWesters","1",1021,"Western","Western","Prepilot/AR","FPR",22.5742574257426
"713","Prepilot","AR","IsWesters","1",1021,"Western","Western","Prepilot/AR","PPV",64.375
"714","Prepilot","AR","IsWesters","1",1021,"Western","Western","Prepilot/AR","TPR",39.922480620155
"715","Prepilot","AR","IsWesters","1",1021,"Western","Western","Prepilot/AR","ERROR",41.5279138099902
"716","Prepilot","AR","IsWesters","0",199,"Western","Not Western","Prepilot/AR","TN",39.6984924623116
"717","Prepilot","AR","IsWesters","0",199,"Western","Not Western","Prepilot/AR","FP",9.54773869346734
"718","Prepilot","AR","IsWesters","0",199,"Western","Not Western","Prepilot/AR","FN",31.1557788944724
"719","Prepilot","AR","IsWesters","0",199,"Western","Not Western","Prepilot/AR","TP",19.5979899497487
"720","Prepilot","AR","IsWesters","0",199,"Western","Not Western","Prepilot/AR","TOTAL",100
"721","Prepilot","AR","IsWesters","0",199,"Western","Not Western","Prepilot/AR","ACT_N",49.2462311557789
"722","Prepilot","AR","IsWesters","0",199,"Western","Not Western","Prepilot/AR","ACT_P",50.7537688442211
"723","Prepilot","AR","IsWesters","0",199,"Western","Not Western","Prepilot/AR","PRED_P",29.1457286432161
"724","Prepilot","AR","IsWesters","0",199,"Western","Not Western","Prepilot/AR","PRED_N",70.8542713567839
"725","Prepilot","AR","IsWesters","0",199,"Western","Not Western","Prepilot/AR","FPR",19.3877551020408
"726","Prepilot","AR","IsWesters","0",199,"Western","Not Western","Prepilot/AR","PPV",67.2413793103448
"727","Prepilot","AR","IsWesters","0",199,"Western","Not Western","Prepilot/AR","TPR",38.6138613861386
"728","Prepilot","AR","IsWesters","0",199,"Western","Not Western","Prepilot/AR","ERROR",40.7035175879397
"729","TrainTest","BR","geslacht","M",2000,"gender","M","TrainTest/BR","TN",31.6
"730","TrainTest","BR","geslacht","M",2000,"gender","M","TrainTest/BR","FP",10.4
"731","TrainTest","BR","geslacht","M",2000,"gender","M","TrainTest/BR","FN",33.7
"732","TrainTest","BR","geslacht","M",2000,"gender","M","TrainTest/BR","TP",24.3
"733","TrainTest","BR","geslacht","M",2000,"gender","M","TrainTest/BR","TOTAL",100
"734","TrainTest","BR","geslacht","M",2000,"gender","M","TrainTest/BR","ACT_N",42
"735","TrainTest","BR","geslacht","M",2000,"gender","M","TrainTest/BR","ACT_P",58
"736","TrainTest","BR","geslacht","M",2000,"gender","M","TrainTest/BR","PRED_P",34.7
"737","TrainTest","BR","geslacht","M",2000,"gender","M","TrainTest/BR","PRED_N",65.3
"738","TrainTest","BR","geslacht","M",2000,"gender","M","TrainTest/BR","FPR",24.7619047619048
"739","TrainTest","BR","geslacht","M",2000,"gender","M","TrainTest/BR","PPV",70.028818443804
"740","TrainTest","BR","geslacht","M",2000,"gender","M","TrainTest/BR","TPR",41.8965517241379
"741","TrainTest","BR","geslacht","M",2000,"gender","M","TrainTest/BR","ERROR",44.1
"742","TrainTest","BR","geslacht","V",1356,"gender","F","TrainTest/BR","TN",38.8643067846608
"743","TrainTest","BR","geslacht","V",1356,"gender","F","TrainTest/BR","FP",12.0206489675516
"744","TrainTest","BR","geslacht","V",1356,"gender","F","TrainTest/BR","FN",31.7109144542773
"745","TrainTest","BR","geslacht","V",1356,"gender","F","TrainTest/BR","TP",17.4041297935103
"746","TrainTest","BR","geslacht","V",1356,"gender","F","TrainTest/BR","TOTAL",100
"747","TrainTest","BR","geslacht","V",1356,"gender","F","TrainTest/BR","ACT_N",50.8849557522124
"748","TrainTest","BR","geslacht","V",1356,"gender","F","TrainTest/BR","ACT_P",49.1150442477876
"749","TrainTest","BR","geslacht","V",1356,"gender","F","TrainTest/BR","PRED_P",29.424778761062
"750","TrainTest","BR","geslacht","V",1356,"gender","F","TrainTest/BR","PRED_N",70.575221238938
"751","TrainTest","BR","geslacht","V",1356,"gender","F","TrainTest/BR","FPR",23.6231884057971
"752","TrainTest","BR","geslacht","V",1356,"gender","F","TrainTest/BR","PPV",59.1478696741855
"753","TrainTest","BR","geslacht","V",1356,"gender","F","TrainTest/BR","TPR",35.4354354354354
